account_id,english_name,dealer_code,year,month,monthly_value,yearly_value,Date 
0992P,% of Labour Sales Internal,80475,2022,1,37.37,37.37,01-01-2022
0994P,% of Labour Sales Internal,80475,2022,1,37.37,37.37,01-01-2022
1430CU,% of Labour Sales Internal,80475,2022,2,-4.57,-4.57,01-02-2022
1430D,% of Labour Sales Internal,80475,2022,2,-5.23,32.14,01-02-2022
1430TU,% of Labour Sales Internal,80475,2022,2,-9.8,27.57,01-02-2022
1870D,% of Labour Sales Internal,80475,2022,3,0.54,28.11,01-03-2022
200000D,% of Labour Sales Internal,80475,2022,3,2.26,-2.31,01-03-2022
200000D,% of Labour Sales Internal,80475,2022,3,-1.72,30.42,01-03-2022
3098U,% of Labour Sales Internal,80475,2022,4,-6.29,-8.6,01-04-2022
3282G,% of Labour Sales Internal,80475,2022,4,-7.41,23.01,01-04-2022
3506G,% of Labour Sales Internal,80475,2022,4,-13.71,14.4,01-04-2022
395CU,% of Labour Sales Internal,80475,2022,5,9.42,0.82,01-05-2022
395CU,% of Labour Sales Internal,80475,2022,5,0.31,23.32,01-05-2022
396EU,% of Labour Sales Internal,80475,2022,5,9.74,24.14,01-05-2022
4511G,% of Labour Sales Internal,80475,2022,6,-8.09,16.05,01-06-2022
4512G,% of Labour Sales Internal,80475,2022,6,-6.79,-5.97,01-06-2022
50004SDZ,% of Labour Sales Internal,80475,2022,6,-1.3,22.02,01-06-2022
50104SDZ,% of Labour Sales Internal,80475,2022,7,10.66,26.71,01-07-2022
5040U,% of Labour Sales Internal,80475,2022,7,10.02,4.05,01-07-2022
5040U,% of Labour Sales Internal,80475,2022,7,0.64,22.66,01-07-2022
5700G,% of Labour Sales Internal,80475,2022,8,-0.27,26.44,01-08-2022
6004DZ,% of Labour Sales Internal,80475,2022,8,0.57,23.23,01-08-2022
6015DZ,% of Labour Sales Internal,80475,2022,8,-0.84,3.21,01-08-2022
6114DZ,% of Labour Sales Internal,80475,2022,9,-1.98,1.23,01-09-2022
6114DZ,% of Labour Sales Internal,80475,2022,9,0.17,23.4,01-09-2022
6133DZ,% of Labour Sales Internal,80475,2022,9,-1.81,24.63,01-09-2022
8082D,% of Labour Sales Internal,80475,2022,10,4.62,29.25,01-10-2022
8112D,% of Labour Sales Internal,80475,2022,10,0.74,24.14,01-10-2022
8112D,% of Labour Sales Internal,80475,2022,10,3.88,5.11,01-10-2022
8252D,% of Labour Sales Internal,80475,2022,11,-9.93,19.32,01-11-2022
8313D,% of Labour Sales Internal,80475,2022,11,-0.67,23.47,01-11-2022
8313D,% of Labour Sales Internal,80475,2022,11,-9.26,-4.15,01-11-2022
8473D,% of Labour Sales Internal,80475,2022,12,12.36,31.68,01-12-2022
8473D,% of Labour Sales Internal,80475,2022,12,0.57,24.04,01-12-2022
8493D,% of Labour Sales Internal,80475,2022,12,11.79,7.64,01-12-2022
0988P,% of Labour Sales Other,80475,2022,1,0,0,01-01-2022
0993P,% of Labour Sales Other,80475,2022,1,0,0,01-01-2022
0993P,% of Labour Sales Other,80475,2022,1,0,0,01-01-2022
1420RTU,% of Labour Sales Other,80475,2022,2,0,0,01-02-2022
1420RTU,% of Labour Sales Other,80475,2022,2,0,0,01-02-2022
1430D,% of Labour Sales Other,80475,2022,2,0,0,01-02-2022
200000D,% of Labour Sales Other,80475,2022,3,0,0,01-03-2022
200000D,% of Labour Sales Other,80475,2022,3,0,0,01-03-2022
2200D,% of Labour Sales Other,80475,2022,3,0,0,01-03-2022
3099S,% of Labour Sales Other,80475,2022,4,0,0,01-04-2022
3282G,% of Labour Sales Other,80475,2022,4,0,0,01-04-2022
3506S,% of Labour Sales Other,80475,2022,4,0,0,01-04-2022
395CU,% of Labour Sales Other,80475,2022,5,0,0,01-05-2022
395CU,% of Labour Sales Other,80475,2022,5,0,0,01-05-2022
396EU,% of Labour Sales Other,80475,2022,5,0,0,01-05-2022
45000U,% of Labour Sales Other,80475,2022,6,0,0,01-06-2022
4511G,% of Labour Sales Other,80475,2022,6,0,0,01-06-2022
46000U,% of Labour Sales Other,80475,2022,6,0,0,01-06-2022
50104SDZ,% of Labour Sales Other,80475,2022,7,0,0,01-07-2022
50104SDZ,% of Labour Sales Other,80475,2022,7,0,0,01-07-2022
5040S,% of Labour Sales Other,80475,2022,7,0,0,01-07-2022
5700S,% of Labour Sales Other,80475,2022,8,0,0,01-08-2022
6004DZ,% of Labour Sales Other,80475,2022,8,0,0,01-08-2022
6004DZ,% of Labour Sales Other,80475,2022,8,0,0,01-08-2022
6106DZ,% of Labour Sales Other,80475,2022,9,0,0,01-09-2022
6114DZ,% of Labour Sales Other,80475,2022,9,0,0,01-09-2022
6114DZ,% of Labour Sales Other,80475,2022,9,0,0,01-09-2022
8083D,% of Labour Sales Other,80475,2022,10,0,0,01-10-2022
8112D,% of Labour Sales Other,80475,2022,10,0,0,01-10-2022
8112D,% of Labour Sales Other,80475,2022,10,0,0,01-10-2022
8313D,% of Labour Sales Other,80475,2022,11,0,0,01-11-2022
8313D,% of Labour Sales Other,80475,2022,11,0,0,01-11-2022
8332D,% of Labour Sales Other,80475,2022,11,0,0,01-11-2022
8471D,% of Labour Sales Other,80475,2022,12,0,0,01-12-2022
8474D,% of Labour Sales Other,80475,2022,12,0,0,01-12-2022
8493D,% of Labour Sales Other,80475,2022,12,0,0,01-12-2022
0992P,% of Labour Sales Warranty,80475,2022,1,6.12,6.12,01-01-2022
0993P,% of Labour Sales Warranty,80475,2022,1,6.12,6.12,01-01-2022
0994P,% of Labour Sales Warranty,80475,2022,1,0,0,01-01-2022
1430CU,% of Labour Sales Warranty,80475,2022,2,3.54,3.54,01-02-2022
1430CU,% of Labour Sales Warranty,80475,2022,2,4.05,10.17,01-02-2022
1430D,% of Labour Sales Warranty,80475,2022,2,7.58,13.7,01-02-2022
2210D,% of Labour Sales Warranty,80475,2022,3,-1.02,12.68,01-03-2022
2220D,% of Labour Sales Warranty,80475,2022,3,-2.1,1.44,01-03-2022
2230D,% of Labour Sales Warranty,80475,2022,3,1.07,11.24,01-03-2022
3282G,% of Labour Sales Warranty,80475,2022,4,-3.29,-1.85,01-04-2022
3282G,% of Labour Sales Warranty,80475,2022,4,-1.6,9.64,01-04-2022
3506G,% of Labour Sales Warranty,80475,2022,4,-4.89,7.79,01-04-2022
395CU,% of Labour Sales Warranty,80475,2022,5,1.09,-0.76,01-05-2022
395CU,% of Labour Sales Warranty,80475,2022,5,-0.29,9.35,01-05-2022
396DU,% of Labour Sales Warranty,80475,2022,5,0.81,8.6,01-05-2022
46000U,% of Labour Sales Warranty,80475,2022,6,4.28,3.52,01-06-2022
46000U,% of Labour Sales Warranty,80475,2022,6,0.77,10.12,01-06-2022
50004SDZ,% of Labour Sales Warranty,80475,2022,6,5.04,13.64,01-06-2022
50104SDZ,% of Labour Sales Warranty,80475,2022,7,-5.76,7.88,01-07-2022
5041D,% of Labour Sales Warranty,80475,2022,7,-5.45,-1.93,01-07-2022
5041D,% of Labour Sales Warranty,80475,2022,7,-0.3,9.82,01-07-2022
5700G,% of Labour Sales Warranty,80475,2022,8,-4.55,3.33,01-08-2022
6004DZ,% of Labour Sales Warranty,80475,2022,8,-0.98,8.84,01-08-2022
6004DZ,% of Labour Sales Warranty,80475,2022,8,-3.58,-5.51,01-08-2022
6114DZ,% of Labour Sales Warranty,80475,2022,9,9.23,3.72,01-09-2022
6114DZ,% of Labour Sales Warranty,80475,2022,9,0.51,9.35,01-09-2022
6134DZ,% of Labour Sales Warranty,80475,2022,9,9.73,13.06,01-09-2022
8082D,% of Labour Sales Warranty,80475,2022,10,-6.15,6.91,01-10-2022
8112D,% of Labour Sales Warranty,80475,2022,10,-0.31,9.04,01-10-2022
8112D,% of Labour Sales Warranty,80475,2022,10,-5.84,-2.12,01-10-2022
8252D,% of Labour Sales Warranty,80475,2022,11,-2,-4.12,01-11-2022
8252D,% of Labour Sales Warranty,80475,2022,11,-2.65,4.26,01-11-2022
8332D,% of Labour Sales Warranty,80475,2022,11,-0.66,8.38,01-11-2022
8472D,% of Labour Sales Warranty,80475,2022,12,4,8.26,01-12-2022
8474D,% of Labour Sales Warranty,80475,2022,12,-0.01,8.37,01-12-2022
8493D,% of Labour Sales Warranty,80475,2022,12,4,-0.12,01-12-2022
0994P,% Return on Operating Investment,80475,2022,1,4.26,4.26,01-01-2022
1430D,% Return on Operating Investment,80475,2022,2,1.43,5.69,01-02-2022
2220D,% Return on Operating Investment,80475,2022,3,0.15,5.84,01-03-2022
3506S,% Return on Operating Investment,80475,2022,4,-1.9,3.94,01-04-2022
392EU,% Return on Operating Investment,80475,2022,5,-0.77,3.17,01-05-2022
4511G,% Return on Operating Investment,80475,2022,6,-0.98,2.19,01-06-2022
5040U,% Return on Operating Investment,80475,2022,7,0.93,3.12,01-07-2022
560TP,% Return on Operating Investment,80475,2022,8,0.3,3.42,01-08-2022
6105DZ,% Return on Operating Investment,80475,2022,9,-2.39,1.03,01-09-2022
8134D,% Return on Operating Investment,80475,2022,10,-4.12,-3.09,01-10-2022
8331D,% Return on Operating Investment,80475,2022,11,-2.75,-5.84,01-11-2022
8475D,% Return on Operating Investment,80475,2022,12,-0.35,-6.19,01-12-2022
0993P,% Return on Sales (Before Income Tax),80475,2022,1,-18.07,-18.07,01-01-2022
0994P,% Return on Sales (Before Income Tax),80475,2022,1,-36.88,-36.88,01-01-2022
1430D,% Return on Sales (Before Income Tax),80475,2022,2,9.62,-8.45,01-02-2022
1440CU,% Return on Sales (Before Income Tax),80475,2022,2,31.94,-4.94,01-02-2022
2230D,% Return on Sales (Before Income Tax),80475,2022,3,4.79,-0.15,01-03-2022
2230D,% Return on Sales (Before Income Tax),80475,2022,3,4.18,-4.27,01-03-2022
3099G,% Return on Sales (Before Income Tax),80475,2022,4,3.79,3.64,01-04-2022
3099G,% Return on Sales (Before Income Tax),80475,2022,4,3.15,-1.12,01-04-2022
396ED,% Return on Sales (Before Income Tax),80475,2022,5,-0.76,2.88,01-05-2022
396EU,% Return on Sales (Before Income Tax),80475,2022,5,0.8,-0.32,01-05-2022
4512G,% Return on Sales (Before Income Tax),80475,2022,6,-0.07,2.81,01-06-2022
4512G,% Return on Sales (Before Income Tax),80475,2022,6,0.48,0.16,01-06-2022
5040S,% Return on Sales (Before Income Tax),80475,2022,7,-6.03,-3.22,01-07-2022
5040U,% Return on Sales (Before Income Tax),80475,2022,7,-0.38,-0.22,01-07-2022
560TP,% Return on Sales (Before Income Tax),80475,2022,8,2.1,-1.12,01-08-2022
6014DZ,% Return on Sales (Before Income Tax),80475,2022,8,-0.08,-0.3,01-08-2022
6105DZ,% Return on Sales (Before Income Tax),80475,2022,9,6.46,5.34,01-09-2022
6105DZ,% Return on Sales (Before Income Tax),80475,2022,9,0.72,0.42,01-09-2022
8080D,% Return on Sales (Before Income Tax),80475,2022,10,0.9,1.32,01-10-2022
8134D,% Return on Sales (Before Income Tax),80475,2022,10,0.92,6.26,01-10-2022
8252D,% Return on Sales (Before Income Tax),80475,2022,11,-0.71,5.55,01-11-2022
8252D,% Return on Sales (Before Income Tax),80475,2022,11,0.42,1.74,01-11-2022
8473D,% Return on Sales (Before Income Tax),80475,2022,12,-5.08,0.47,01-12-2022
